listing_url,name,zipcode,smart_location,country,latitude,longitude
https://www.airbnb.com/rooms/950784,"Single Room near Ramblas, Breakfast",8007,"Barcelona, Spain",Spain,41.38577,2.16499
https://www.airbnb.com/rooms/956768,Central Flat near Sagrada Família and Metro,8013,"Barcelona, Spain",Spain,41.40158,2.17431
https://www.airbnb.com/rooms/957402,Nice apart. close to Fira Montjuic,8004,"Barcelona, Spain",Spain,41.37149,2.15155
https://www.airbnb.com/rooms/960275,Nice Room in Ciutadella July&August,8005,"Barcelona, Spain",Spain,41.39178,2.18825
https://www.airbnb.com/rooms/961548,Apartment with terrace in Gracia,8012,"Barcelona, Spain",Spain,41.40434,2.15291
https://www.airbnb.com/rooms/965681,Executive Cataluña 2 - 3 Bedrooms,8011,"Barcelona, Spain",Spain,41.38542,2.16177
https://www.airbnb.com/rooms/965712,Executive Cataluña 3.  3 Bedrooms,8011,"Barcelona, Spain",Spain,41.38507,2.16128
https://www.airbnb.com/rooms/972024,4 BED+10 PEOPLE+MODERN+CITY CENTER,8007,"Barcelona, Spain",Spain,41.38594,2.16732
https://www.airbnb.com/rooms/973013,5 min Sagrada Familia y metro. Wifi,8025,"Barcelona, Spain",Spain,41.41066,2.17702
https://www.airbnb.com/rooms/979073,Silent flat Gracia & Sagr. Familia,8037,"Barcelona, Spain",Spain,41.40272,2.16443
